timestamp,price
1700000091.0,65021.66
1700000092.0,65023.49
1700000093.0,65025.52
1700000094.0,65027.39
1700000095.0,65026.63
1700000096.0,65028.74
1700000097.0,65030.7
1700000098.0,65028.69
1700000099.0,65030.27
1700000100.0,64979.03
1700000101.0,64979.96
1700000102.0,64978.85
1700000103.0,64977.98
1700000104.0,64977.49
1700000105.0,64976.47
1700000106.0,64976.95
1700000107.0,64973.47
1700000108.0,64974.91
1700000109.0,64976.17
1700000110.0,64975.65
1700000111.0,64975.24
1700000112.0,64977.4
1700000113.0,64976.3
1700000114.0,64975.78
1700000115.0,64977.57
1700000116.0,64976.38
1700000117.0,64977.4
1700000118.0,64976.75
1700000119.0,64975.91
1700000120.0,64975.24
1700000121.0,64976.69
1700000122.0,64975.07
1700000123.0,64973.16
1700000124.0,64973.3
1700000125.0,64973.39
1700000126.0,64974.01
1700000127.0,64975.85
1700000128.0,64976.81
1700000129.0,64978.56
1700000130.0,64977.58
1700000131.0,64977.95
1700000132.0,64976.17
1700000133.0,64977.82
1700000134.0,64977.19
1700000135.0,64976.65
1700000136.0,64975.52
1700000137.0,64974.63
1700000138.0,64975.32
1700000139.0,64974.15
1700000140.0,64974.07
1700000141.0,64975.0
1700000142.0,64974.34
1700000143.0,64973.61
1700000144.0,64974.38
1700000145.0,64973.76
1700000146.0,64973.19
1700000147.0,64972.58
1700000148.0,64973.82
1700000149.0,64972.9
1700000150.0,64971.15
1700000151.0,64971.51
1700000152.0,64972.07
1700000153.0,64970.87
1700000154.0,64973.3
1700000155.0,64973.85
1700000156.0,64973.81
1700000157.0,64974.08
1700000158.0,64972.62
1700000159.0,64972.44
1700000160.0,64972.8
1700000161.0,64971.99
1700000162.0,64970.57
1700000163.0,64969.18
1700000164.0,64967.04
1700000165.0,64964.46
1700000166.0,64966.9
1700000167.0,64966.37
1700000168.0,64963.63
1700000169.0,64963.06
1700000170.0,64961.67
1700000171.0,64961.83
1700000172.0,64963.11
1700000173.0,64962.2
1700000174.0,64961.55
1700000175.0,64960.74
1700000176.0,64959.49
1700000177.0,64961.14
1700000178.0,64962.34
1700000179.0,64962.92
1700000180.0,64963.09
1700000181.0,64961.79
1700000182.0,64962.84
1700000183.0,64961.98
1700000184.0,64962.05
1700000185.0,64960.87
1700000186.0,64960.63
1700000187.0,64959.0
1700000188.0,64957.58
1700000189.0,64958.16
1700000190.0,64958.18
1700000191.0,64957.83
1700000192.0,64956.14
1700000193.0,64956.04
1700000194.0,64958.2
1700000195.0,64957.54
1700000196.0,64957.57
1700000197.0,64957.34
1700000198.0,64958.03
1700000199.0,64958.86
1700000200.0,64959.09
1700000201.0,64958.26
1700000202.0,64958.56
1700000203.0,64958.44
1700000204.0,64961.15
1700000205.0,64961.64
1700000206.0,64961.18
1700000207.0,64958.69
1700000208.0,64958.35
1700000209.0,64957.48
1700000210.0,64953.63
1700000211.0,64952.99
1700000212.0,64953.18
1700000213.0,64952.61
1700000214.0,64951.73
1700000215.0,64954.46
1700000216.0,64955.62
1700000217.0,64952.06
1700000218.0,64951.98
1700000219.0,64952.28
1700000220.0,64955.21
1700000221.0,64956.27
1700000222.0,64955.91
1700000223.0,64956.12
1700000224.0,64956.37
1700000225.0,64951.54
1700000226.0,64952.67
1700000227.0,64952.12
1700000228.0,64953.44
1700000229.0,64952.09
1700000230.0,64951.52
1700000231.0,64952.33
1700000232.0,64951.91
1700000233.0,64950.31
1700000234.0,64948.7
1700000235.0,64946.48
1700000236.0,64947.49
1700000237.0,64947.71
1700000238.0,64946.63
1700000239.0,64946.18
1700000240.0,64945.52
1700000241.0,64945.65
1700000242.0,64943.82
1700000243.0,64945.93
1700000244.0,64948.5
1700000245.0,64948.88
1700000246.0,64948.12
1700000247.0,64949.91
1700000248.0,64952.34
1700000249.0,64952.65
1700000250.0,64951.43
1700000251.0,64952.1
1700000252.0,64950.12
1700000253.0,64948.26
1700000254.0,64949.27
1700000255.0,64950.57
1700000256.0,64953.75
1700000257.0,64952.23
1700000258.0,64952.65
1700000259.0,64956.31
1700000260.0,64955.36
1700000261.0,64956.53
1700000262.0,64958.56
1700000263.0,64958.36
1700000264.0,64960.0
1700000265.0,64961.54
1700000266.0,64960.45
1700000267.0,64960.41
1700000268.0,64961.75
1700000269.0,64960.5
1700000270.0,64960.92
1700000271.0,64964.13
1700000272.0,64964.27
1700000273.0,64964.63
1700000274.0,64965.87
1700000275.0,64963.94
1700000276.0,64963.46
1700000277.0,64961.59
1700000278.0,64956.74
1700000279.0,64957.67
1700000280.0,64956.91
1700000281.0,64956.42
1700000282.0,64957.62
1700000283.0,64955.08
1700000284.0,64955.35
1700000285.0,64957.15
1700000286.0,64959.58
1700000287.0,64961.58
1700000288.0,64960.58
1700000289.0,64963.04
1700000290.0,64963.76
1700000291.0,64963.51
1700000292.0,64960.94
1700000293.0,64961.25
1700000294.0,64961.08
1700000295.0,64961.39
1700000296.0,64960.07
1700000297.0,64959.57
1700000298.0,64960.53
1700000299.0,64959.0
1700000300.0,64959.0
1700000301.0,64959.04
1700000302.0,64957.8
1700000303.0,64956.96
1700000304.0,64955.81
1700000305.0,64954.23
1700000306.0,64953.39
1700000307.0,64956.64
1700000308.0,64956.17
1700000309.0,64954.69
1700000310.0,64954.89
1700000311.0,64954.46
1700000312.0,64951.58
1700000313.0,64949.65
1700000314.0,64948.77
1700000315.0,64948.2
1700000316.0,64946.78
1700000317.0,64947.2
1700000318.0,64947.17
1700000319.0,64946.62
1700000320.0,64946.67
1700000321.0,64944.45
1700000322.0,64943.31
1700000323.0,64943.11
1700000324.0,64943.97
1700000325.0,64945.22
1700000326.0,64944.41
1700000327.0,64943.02
1700000328.0,64943.71
1700000329.0,64943.51
1700000330.0,64945.2
1700000331.0,64943.61
1700000332.0,64944.18
1700000333.0,64942.34
1700000334.0,64940.46
1700000335.0,64938.18
1700000336.0,64937.66
1700000337.0,64936.74
1700000338.0,64937.33
1700000339.0,64938.49
1700000340.0,64937.18
1700000341.0,64938.66
1700000342.0,64938.78
1700000343.0,64940.08
1700000344.0,64941.16
1700000345.0,64941.3
1700000346.0,64939.79
1700000347.0,64939.4
1700000348.0,64939.8
1700000349.0,64936.75
1700000350.0,64937.32
1700000351.0,64937.12
1700000352.0,64935.54
1700000353.0,64934.94
1700000354.0,64935.37
1700000355.0,64937.47
1700000356.0,64937.96
1700000357.0,64938.05
1700000358.0,64936.63
1700000359.0,64934.97
1700000360.0,64935.74
1700000361.0,64935.71
1700000362.0,64936.52
1700000363.0,64937.1
1700000364.0,64938.82
1700000365.0,64939.2
1700000366.0,64943.88
1700000367.0,64941.99
1700000368.0,64940.37
1700000369.0,64941.45
1700000370.0,64940.85
1700000371.0,64940.48
1700000372.0,64937.53
1700000373.0,64938.61
1700000374.0,64937.26
1700000375.0,64940.1
1700000376.0,64941.15
1700000377.0,64943.73
1700000378.0,64945.59
1700000379.0,64946.83
1700000380.0,64944.95
1700000381.0,64944.03
1700000382.0,64944.78
1700000383.0,64945.41
1700000384.0,64945.6
1700000385.0,64945.96
1700000386.0,64944.49
1700000387.0,64944.54
1700000388.0,64946.59
1700000389.0,64946.53
1700000390.0,64947.29
1700000391.0,64947.39
1700000392.0,64947.78
1700000393.0,64949.95
1700000394.0,64951.19
1700000395.0,64951.57
1700000396.0,64899.25
1700000397.0,64897.79
1700000398.0,64896.72
1700000399.0,64894.8
1700000400.0,64895.29
1700000401.0,64899.43
1700000402.0,64902.11
1700000403.0,64902.26
1700000404.0,64904.39
1700000405.0,64903.74
1700000406.0,64903.35
1700000407.0,64904.7
1700000408.0,64903.24
1700000409.0,64904.34
1700000410.0,64903.86
1700000411.0,64902.65
1700000412.0,64902.49
1700000413.0,64901.76
1700000414.0,64900.57
1700000415.0,64901.74
1700000416.0,64902.03
1700000417.0,64900.94
1700000418.0,64902.72
1700000419.0,64902.62
1700000420.0,64903.83
1700000421.0,64906.25
1700000422.0,64905.32
1700000423.0,64907.75
1700000424.0,64908.01
1700000425.0,64909.09
1700000426.0,64909.34
1700000427.0,64911.22
1700000428.0,64910.44
1700000429.0,64911.31
1700000430.0,64913.98
1700000431.0,64917.38
1700000432.0,64912.83
1700000433.0,64912.33
1700000434.0,64910.71
1700000435.0,64909.38
1700000436.0,64908.77
1700000437.0,64907.56
1700000438.0,64905.33
1700000439.0,64905.18
1700000440.0,64908.93
1700000441.0,64910.62
1700000442.0,64911.04
1700000443.0,64910.48
1700000444.0,64910.17
1700000445.0,64907.11
1700000446.0,64905.67
1700000447.0,64905.05
1700000448.0,64906.37
1700000449.0,64908.76
1700000450.0,64910.33
1700000451.0,64911.27
1700000452.0,64910.26
1700000453.0,64908.71
1700000454.0,64908.57
1700000455.0,64909.49
1700000456.0,64908.62
1700000457.0,64908.39
1700000458.0,64908.52
1700000459.0,64908.47
1700000460.0,64908.32
1700000461.0,64908.26
1700000462.0,64905.77
1700000463.0,64905.22
1700000464.0,64906.1
1700000465.0,64903.08
1700000466.0,64905.74
1700000467.0,64904.82
1700000468.0,64903.6
1700000469.0,64904.29
1700000470.0,64904.61
1700000471.0,64904.63
1700000472.0,64905.39
1700000473.0,64904.69
1700000474.0,64904.0
1700000475.0,64905.14
1700000476.0,64906.29
1700000477.0,64905.96
1700000478.0,64906.28
1700000479.0,64905.57
1700000480.0,64904.01
1700000481.0,64902.53
1700000482.0,64906.25
1700000483.0,64904.63
1700000484.0,64905.04
1700000485.0,64904.23
1700000486.0,64900.64
1700000487.0,64899.9
1700000488.0,64900.06
1700000489.0,64898.83
1700000490.0,64899.74
1700000491.0,64900.95
1700000492.0,64901.26
1700000493.0,64904.4
1700000494.0,64903.0
1700000495.0,64903.96
1700000496.0,64905.23
1700000497.0,64907.51
1700000498.0,64907.89
1700000499.0,64907.94
1700000500.0,64906.36
1700000501.0,64908.28
1700000502.0,64908.49
1700000503.0,64907.09
1700000504.0,64908.6
1700000505.0,64910.25
1700000506.0,64910.96
1700000507.0,64913.48
1700000508.0,64913.57
1700000509.0,64913.93
1700000510.0,64912.93
1700000511.0,64913.17
1700000512.0,64913.21
1700000513.0,64913.83
1700000514.0,64910.36
1700000515.0,64909.35
1700000516.0,64910.59
1700000517.0,64911.4
1700000518.0,64912.5
1700000519.0,64912.51
1700000520.0,64911.39
1700000521.0,64911.64
1700000522.0,64909.92
1700000523.0,64911.29
1700000524.0,64911.02
1700000525.0,64912.42
1700000526.0,64913.08
1700000527.0,64914.97
1700000528.0,64914.01
1700000529.0,64912.7
1700000530.0,64914.63
1700000531.0,64915.34
1700000532.0,64915.49
1700000533.0,64916.04
1700000534.0,64917.84
1700000535.0,64920.29
1700000536.0,64920.37
1700000537.0,64920.83
1700000538.0,64920.59
1700000539.0,64921.61
1700000540.0,64920.93
1700000541.0,64923.24
1700000542.0,64921.78
1700000543.0,64923.12
1700000544.0,64921.23
1700000545.0,64923.75
1700000546.0,64925.33
1700000547.0,64925.18
1700000548.0,64926.95
1700000549.0,64926.13
1700000550.0,64926.41
1700000551.0,64928.24
1700000552.0,64931.59
1700000553.0,64931.69
1700000554.0,64931.01
1700000555.0,64928.75
1700000556.0,64930.68
1700000557.0,64930.2
1700000558.0,64928.41
1700000559.0,64931.07
1700000560.0,64931.4
1700000561.0,64930.96
1700000562.0,64932.28
1700000563.0,64931.1
1700000564.0,64931.15
1700000565.0,64928.89
1700000566.0,64930.06
1700000567.0,64930.74
1700000568.0,64931.34
1700000569.0,64930.34
1700000570.0,64932.34
1700000571.0,64933.84
1700000572.0,64933.15
1700000573.0,64935.62
1700000574.0,64935.42
1700000575.0,64937.83
1700000576.0,64938.12
1700000577.0,64937.47
1700000578.0,64939.92
1700000579.0,64938.53
1700000580.0,64939.55
1700000581.0,64938.78
1700000582.0,64938.16
1700000583.0,64938.08
1700000584.0,64935.49
1700000585.0,64934.65
1700000586.0,64935.07
1700000587.0,64934.86
1700000588.0,64934.94
1700000589.0,64935.11
1700000590.0,64933.41
1700000591.0,64933.52
1700000592.0,64932.06
1700000593.0,64932.99
1700000594.0,64933.66
1700000595.0,64932.64
1700000596.0,64930.29
1700000597.0,64929.96
1700000598.0,64932.17
1700000599.0,64932.27
1700000600.0,64928.91
1700000601.0,64926.03
1700000602.0,64926.3
1700000603.0,64929.48
1700000604.0,64930.81
1700000605.0,64932.27
1700000606.0,64931.05
1700000607.0,64929.89
1700000608.0,64928.78
1700000609.0,64930.74
1700000610.0,64929.91
1700000611.0,64929.82
1700000612.0,64930.03
1700000613.0,64933.0
1700000614.0,64932.32
1700000615.0,64934.26
1700000616.0,64936.11
1700000617.0,64936.82
1700000618.0,64936.78
1700000619.0,64937.67
1700000620.0,64939.12
1700000621.0,64938.29
1700000622.0,64935.67
1700000623.0,64935.5
1700000624.0,64934.6
1700000625.0,64932.34
1700000626.0,64933.88
1700000627.0,64934.93
1700000628.0,64934.87
1700000629.0,64934.33
1700000630.0,64932.55
1700000631.0,64931.62
1700000632.0,64932.51
1700000633.0,64932.45
1700000634.0,64932.0
1700000635.0,64934.42
1700000636.0,64932.98
1700000637.0,64934.19
1700000638.0,64932.62
1700000639.0,64929.94
1700000640.0,64929.14
1700000641.0,64928.99
1700000642.0,64930.09
1700000643.0,64930.42
1700000644.0,64929.71
1700000645.0,64929.81
1700000646.0,64930.5
1700000647.0,64929.45
1700000648.0,64929.02
1700000649.0,64929.9
1700000650.0,64930.18
1700000651.0,64927.71
1700000652.0,64928.54
1700000653.0,64927.95
1700000654.0,64926.97
1700000655.0,64925.91
1700000656.0,64924.44
1700000657.0,64923.96
1700000658.0,64924.73
1700000659.0,64925.0
1700000660.0,64925.11
1700000661.0,64925.6
1700000662.0,64926.51
1700000663.0,64925.93
1700000664.0,64928.39
1700000665.0,64927.81
1700000666.0,64929.25
1700000667.0,64928.8
1700000668.0,64928.33
1700000669.0,64931.43
1700000670.0,64930.44
1700000671.0,64930.09
1700000672.0,64931.08
1700000673.0,64928.39
1700000674.0,64930.32
1700000675.0,64929.02
1700000676.0,64928.73
1700000677.0,64930.15
1700000678.0,64929.46
1700000679.0,64928.39
1700000680.0,64929.3
1700000681.0,64929.17
1700000682.0,64928.56
1700000683.0,64929.84
1700000684.0,64928.13
1700000685.0,64928.46
1700000686.0,64927.64
1700000687.0,64927.85
1700000688.0,64929.92
1700000689.0,64932.69
1700000690.0,64936.49
1700000691.0,64935.97
1700000692.0,64933.44
1700000693.0,64930.25
1700000694.0,64928.64
1700000695.0,64929.12
1700000696.0,64929.94
1700000697.0,64931.11
1700000698.0,64928.92
1700000699.0,64928.42
1700000700.0,64927.64
1700000701.0,64928.0
1700000702.0,64926.27
1700000703.0,64927.15
1700000704.0,64926.77
1700000705.0,64924.84
1700000706.0,64924.23
1700000707.0,64922.76
1700000708.0,64923.5
1700000709.0,64924.78
1700000710.0,64923.84
1700000711.0,64925.3
1700000712.0,64926.39
1700000713.0,64927.49
1700000714.0,64928.87
1700000715.0,64929.32
1700000716.0,64930.6
1700000717.0,64930.94
1700000718.0,64927.99
1700000719.0,64927.23
1700000720.0,64927.19
1700000721.0,64925.83
1700000722.0,64925.22
1700000723.0,64926.0
1700000724.0,64927.38
1700000725.0,64928.12
1700000726.0,64927.45
1700000727.0,64926.0
1700000728.0,64927.06
1700000729.0,64930.02
1700000730.0,64932.89
1700000731.0,64932.49
1700000732.0,64932.55
1700000733.0,64934.5
1700000734.0,64932.11
1700000735.0,64932.11
1700000736.0,64933.04
1700000737.0,64933.01
1700000738.0,64930.44
1700000739.0,64932.46
1700000740.0,64929.19
1700000741.0,64926.18
1700000742.0,64927.33
1700000743.0,64929.07
1700000744.0,64927.5
1700000745.0,64926.41
1700000746.0,64926.57
1700000747.0,64924.92
1700000748.0,64921.91
1700000749.0,64918.87
1700000750.0,64916.99
1700000751.0,64918.8
1700000752.0,64919.46
1700000753.0,64917.98
1700000754.0,64919.71
1700000755.0,64920.25
1700000756.0,64920.22
1700000757.0,64923.12
1700000758.0,64925.49
1700000759.0,64928.49
1700000760.0,64929.22
1700000761.0,64930.48
1700000762.0,64930.53
1700000763.0,64930.57
1700000764.0,64929.87
1700000765.0,64929.47
1700000766.0,64930.98
1700000767.0,64931.24
1700000768.0,64931.26
1700000769.0,64930.94
1700000770.0,64931.51
1700000771.0,64931.53
1700000772.0,64931.42
1700000773.0,64932.33
1700000774.0,64930.6
1700000775.0,64932.09
1700000776.0,64932.59
1700000777.0,64933.48
1700000778.0,64936.08
1700000779.0,64934.5
1700000780.0,64936.76
1700000781.0,64936.81
1700000782.0,64938.92
1700000783.0,64941.71
1700000784.0,64941.41
1700000785.0,64941.09
1700000786.0,64939.97
1700000787.0,64941.6
1700000788.0,64941.22
1700000789.0,64943.15
1700000790.0,64941.53
1700000791.0,64942.38
1700000792.0,64942.59
1700000793.0,64944.78
1700000794.0,64946.31
1700000795.0,64944.28
1700000796.0,64946.33
1700000797.0,64944.14
1700000798.0,64942.73
1700000799.0,64943.71
1700000800.0,64943.72
1700000801.0,64942.37
1700000802.0,64941.85
1700000803.0,64942.66
1700000804.0,64941.38
1700000805.0,64940.49
1700000806.0,64940.62
1700000807.0,64944.65
1700000808.0,64945.82
1700000809.0,64946.41
1700000810.0,64949.7
1700000811.0,64952.69
1700000812.0,64951.15
1700000813.0,64950.71
1700000814.0,64950.25
1700000815.0,64950.8
1700000816.0,64951.19
1700000817.0,64952.99
1700000818.0,64953.68
1700000819.0,64951.98
1700000820.0,64950.75
1700000821.0,64949.43
1700000822.0,64950.12
1700000823.0,64952.47
1700000824.0,64951.24
1700000825.0,64953.15
1700000826.0,64955.17
1700000827.0,64954.22
1700000828.0,64955.62
1700000829.0,64954.42
1700000830.0,64953.55
1700000831.0,64951.38
1700000832.0,64951.72
1700000833.0,64946.84
1700000834.0,64945.8
1700000835.0,64947.39
1700000836.0,64948.42
1700000837.0,64948.0
1700000838.0,64948.87
1700000839.0,64949.38
1700000840.0,64951.96
1700000841.0,64951.06
1700000842.0,64949.28
1700000843.0,64949.7
1700000844.0,64950.24
1700000845.0,64950.35
1700000846.0,64952.1
1700000847.0,64951.52
1700000848.0,64954.01
1700000849.0,64953.06
1700000850.0,64952.36
1700000851.0,64902.54
1700000852.0,64903.36
1700000853.0,64902.18
1700000854.0,64903.61
1700000855.0,64906.91
1700000856.0,64904.13
1700000857.0,64903.79
1700000858.0,64904.53
1700000859.0,64905.57
1700000860.0,64905.54
1700000861.0,64902.86
1700000862.0,64900.95
1700000863.0,64900.63
1700000864.0,64898.35
1700000865.0,64899.84
1700000866.0,64898.25
1700000867.0,64901.91
1700000868.0,64904.13
1700000869.0,64902.87
1700000870.0,64901.97
1700000871.0,64903.34
1700000872.0,64903.37
1700000873.0,64903.17
1700000874.0,64904.21
1700000875.0,64901.74
1700000876.0,64903.65
1700000877.0,64903.13
1700000878.0,64902.36
1700000879.0,64903.43
1700000880.0,64903.93
1700000881.0,64906.83
1700000882.0,64909.98
1700000883.0,64905.53
1700000884.0,64905.34
1700000885.0,64904.63
1700000886.0,64902.91
1700000887.0,64903.96
1700000888.0,64904.62
1700000889.0,64906.09
1700000890.0,64906.9
1700000891.0,64907.69
1700000892.0,64907.1
1700000893.0,64909.24
1700000894.0,64909.09
1700000895.0,64905.98
1700000896.0,64906.4
1700000897.0,64909.06
1700000898.0,64907.63
1700000899.0,64909.03
1700000900.0,64911.01
1700000901.0,64912.25
1700000902.0,64911.81
1700000903.0,64910.72
1700000904.0,64909.22
1700000905.0,64906.18
1700000906.0,64905.1
1700000907.0,64904.53
1700000908.0,64907.24
1700000909.0,64904.7
1700000910.0,64904.93
1700000911.0,64903.78
1700000912.0,64902.54
1700000913.0,64901.84
1700000914.0,64902.43
1700000915.0,64903.03
1700000916.0,64900.13
1700000917.0,64900.25
1700000918.0,64900.72
1700000919.0,64901.83
1700000920.0,64903.15
1700000921.0,64902.33
1700000922.0,64901.95
1700000923.0,64902.34
1700000924.0,64903.15
1700000925.0,64903.45
1700000926.0,64903.53
1700000927.0,64901.96
1700000928.0,64901.99
1700000929.0,64904.18
1700000930.0,64904.65
1700000931.0,64904.92
1700000932.0,64903.64
1700000933.0,64904.42
1700000934.0,64902.65
1700000935.0,64903.73
1700000936.0,64906.22
1700000937.0,64908.26
1700000938.0,64907.34
1700000939.0,64906.54
1700000940.0,64905.08
1700000941.0,64903.77
1700000942.0,64901.12
1700000943.0,64901.87
1700000944.0,64899.96
1700000945.0,64902.67
1700000946.0,64901.25
1700000947.0,64899.11
1700000948.0,64902.36
1700000949.0,64899.24
1700000950.0,64898.43
1700000951.0,64900.23
1700000952.0,64899.27
1700000953.0,64900.47
1700000954.0,64902.68
1700000955.0,64903.46
1700000956.0,64902.82
1700000957.0,64901.68
1700000958.0,64899.64
1700000959.0,64899.16
1700000960.0,64899.98
1700000961.0,64898.69
1700000962.0,64898.97
1700000963.0,64895.76
1700000964.0,64896.4
1700000965.0,64896.27
1700000966.0,64896.22
1700000967.0,64896.16
1700000968.0,64897.63
1700000969.0,64898.77
1700000970.0,64900.8
1700000971.0,64900.59
1700000972.0,64899.72
1700000973.0,64899.14
1700000974.0,64895.54
1700000975.0,64893.2
1700000976.0,64892.61
1700000977.0,64891.96
1700000978.0,64891.72
1700000979.0,64890.06
1700000980.0,64890.78
1700000981.0,64891.52
1700000982.0,64890.38
1700000983.0,64890.02
1700000984.0,64890.65
1700000985.0,64890.35
1700000986.0,64888.27
1700000987.0,64887.02
1700000988.0,64884.32
1700000989.0,64883.54
1700000990.0,64881.84
1700000991.0,64879.11
1700000992.0,64878.02
1700000993.0,64880.14
1700000994.0,64879.66
1700000995.0,64877.63
1700000996.0,64876.71
1700000997.0,64878.01
1700000998.0,64878.77
1700000999.0,64879.92
1700001000.0,64880.29
1700001001.0,64880.4
1700001002.0,64882.18
1700001003.0,64878.89
1700001004.0,64878.61
1700001005.0,64879.7
1700001006.0,64880.95
1700001007.0,64881.68
1700001008.0,64883.78
1700001009.0,64884.36
1700001010.0,64884.39
1700001011.0,64885.77
1700001012.0,64885.02
1700001013.0,64886.37
1700001014.0,64884.79
1700001015.0,64885.74
1700001016.0,64887.65
1700001017.0,64886.85
1700001018.0,64887.27
1700001019.0,64889.54
1700001020.0,64889.59
1700001021.0,64889.0
1700001022.0,64888.35
1700001023.0,64889.34
1700001024.0,64888.91
1700001025.0,64888.37
1700001026.0,64888.96
1700001027.0,64888.4
1700001028.0,64888.15
1700001029.0,64889.69
1700001030.0,64889.11
1700001031.0,64889.37
1700001032.0,64889.43
1700001033.0,64888.21
1700001034.0,64888.37
1700001035.0,64886.12
1700001036.0,64883.74
1700001037.0,64883.12
1700001038.0,64881.81
1700001039.0,64882.78
1700001040.0,64883.83
1700001041.0,64882.22
1700001042.0,64883.28
1700001043.0,64883.31
1700001044.0,64883.52
1700001045.0,64884.79
1700001046.0,64885.91
1700001047.0,64888.27
1700001048.0,64889.84
1700001049.0,64890.73
1700001050.0,64892.01
1700001051.0,64893.07
1700001052.0,64894.01
1700001053.0,64894.92
1700001054.0,64895.59
1700001055.0,64894.18
1700001056.0,64892.4
1700001057.0,64892.28
1700001058.0,64892.34
1700001059.0,64893.53
1700001060.0,64894.89
1700001061.0,64893.98
1700001062.0,64891.54
1700001063.0,64889.88
1700001064.0,64890.68
1700001065.0,64890.53
1700001066.0,64892.44
1700001067.0,64894.34
1700001068.0,64894.57
1700001069.0,64894.71
1700001070.0,64895.13
1700001071.0,64898.69
1700001072.0,64899.78
1700001073.0,64901.89
1700001074.0,64904.18
1700001075.0,64906.24
1700001076.0,64905.74
1700001077.0,64907.11
1700001078.0,64906.87
1700001079.0,64908.88
1700001080.0,64904.76
1700001081.0,64906.97
1700001082.0,64908.6
1700001083.0,64907.64
1700001084.0,64909.37
1700001085.0,64911.3
1700001086.0,64913.73
1700001087.0,64912.41
1700001088.0,64911.55
1700001089.0,64912.64
1700001090.0,64911.32
1700001091.0,64909.79
1700001092.0,64910.05
1700001093.0,64907.25
1700001094.0,64909.31
1700001095.0,64909.4
1700001096.0,64909.5
1700001097.0,64909.69
1700001098.0,64910.27
1700001099.0,64908.4
1700001100.0,64905.07
1700001101.0,64901.91
1700001102.0,64901.5
1700001103.0,64901.64
1700001104.0,64902.08
1700001105.0,64902.15
1700001106.0,64903.16
1700001107.0,64902.38
1700001108.0,64900.63
1700001109.0,64899.68
1700001110.0,64898.64
1700001111.0,64900.84
1700001112.0,64901.1
1700001113.0,64900.41
1700001114.0,64898.93
1700001115.0,64899.59
1700001116.0,64900.34
1700001117.0,64900.52
1700001118.0,64900.53
1700001119.0,64898.87
1700001120.0,64898.9
1700001121.0,64900.02
1700001122.0,64900.65
1700001123.0,64902.0
1700001124.0,64901.84
1700001125.0,64900.86
1700001126.0,64902.17
1700001127.0,64903.27
1700001128.0,64903.48
1700001129.0,64903.85
1700001130.0,64904.66
1700001131.0,64907.39
1700001132.0,64906.41
1700001133.0,64905.52
1700001134.0,64905.55
1700001135.0,64905.15
1700001136.0,64905.02
1700001137.0,64906.28
1700001138.0,64907.66
1700001139.0,64907.18
1700001140.0,64906.39
1700001141.0,64905.11
1700001142.0,64905.96
1700001143.0,64904.94
1700001144.0,64908.56
1700001145.0,64907.48
1700001146.0,64906.67
1700001147.0,64905.46
1700001148.0,64904.97
1700001149.0,64904.46
1700001150.0,64908.59
1700001151.0,64907.65
1700001152.0,64908.19
1700001153.0,64906.78
1700001154.0,64908.39
1700001155.0,64905.59
1700001156.0,64907.04
1700001157.0,64904.54
1700001158.0,64906.4
1700001159.0,64904.43
1700001160.0,64903.66
1700001161.0,64902.28
1700001162.0,64902.2
1700001163.0,64902.12
1700001164.0,64903.11
